cod_manzana,municipio,indice_conectividad,categoria_aislamiento,dist_rio_m
0566510000000000010504,San Pedro de Urabá,0.4775,semi_aislado,23598.0
0583720090700100010215,Turbo,0.71,conectividad_media,124.0
0583720100400800010208,Turbo,0.7575,bien_conectado,212.0
0583720070201200010113,Turbo,0.2775,aislado_critico,10956.0
0504520010301100010220,Apartadó,0.78,bien_conectado,307.0
0514710000000000030641,Carepa,0.75,bien_conectado,388.0
0504520020300900010103,Apartadó,0.6075,conectividad_media,2281.0
0505110000000000010909,Arboletes,0.435,semi_aislado,84654.0
0505110000000000011018,Arboletes,0.4375,semi_aislado,84108.0
0505120040101000010102,Arboletes,0.0875,aislado_critico,54388.0
0514710000000000020517,Carepa,0.875,bien_conectado,597.0
0514710000000000030432,Carepa,0.875,bien_conectado,613.0
0549010000000000010127,Necoclí,0.2775,aislado_critico,37158.0
0549010000000000010316,Necoclí,0.2775,aislado_critico,36949.0
0549020120600100010306,Necoclí,0.1975,aislado_critico,25791.0
0549020030300200010217,Necoclí,0.0875,aislado_critico,59295.0
0549020090200800010120,Necoclí,0.0875,aislado_critico,48996.0
0549020040400900010112,Necoclí,0.1075,aislado_critico,49245.0
0549020090201200010105,Necoclí,0.0875,aislado_critico,48856.0
0549020090201200010109,Necoclí,0.0875,aislado_critico,48748.0
0549020120301300010102,Necoclí,0.2375,aislado_critico,37861.0
0566510000000000010547,San Pedro de Urabá,0.4775,semi_aislado,23855.0
0566510000000000010565,San Pedro de Urabá,0.4775,semi_aislado,23841.0
0566520040200800010107,San Pedro de Urabá,0.1475,aislado_critico,42341.0
0583720090700100020518,Turbo,0.87,bien_conectado,97.0
0583720100700200010119,Turbo,0.5575,conectividad_media,844.0
0583720100700200010509,Turbo,0.6775,conectividad_media,1290.0
0583720050200500010119,Turbo,0.2375,aislado_critico,15371.0
0583720100400800010103,Turbo,0.6375,conectividad_media,267.0
0583720100400800010423,Turbo,0.6375,conectividad_media,107.0
0583720080301000010124,Turbo,0.4275,semi_aislado,2657.0
0583720070201200010114,Turbo,0.2775,aislado_critico,10881.0
0583720030802900010120,Turbo,0.2775,aislado_critico,9902.0
0583720090103900010105,Turbo,0.3375,aislado_critico,4314.0
0514720011001000010102,Carepa,0.5375,semi_aislado,2926.0
0514710000000000010133,Carepa,0.67,conectividad_media,769.0
0514710000000000010135,Carepa,0.88,bien_conectado,685.0
0514710000000000010415,Carepa,0.91,bien_conectado,322.0
0514710000000000010708,Carepa,0.79,bien_conectado,177.0
0514710000000000010720,Carepa,0.79,bien_conectado,216.0
0514710000000000020121,Carepa,0.7,conectividad_media,44.0
0514710000000000020231,Carepa,0.56,conectividad_media,296.0
0514710000000000020241,Carepa,0.6,conectividad_media,151.0
0514710000000000020526,Carepa,0.8275,bien_conectado,312.0
0514710000000000030313,Carepa,0.8775,bien_conectado,597.0
0514710000000000030315,Carepa,0.87,bien_conectado,487.0
0514710000000000030538,Carepa,0.8375,bien_conectado,535.0
0514710000000000030635,Carepa,0.75,bien_conectado,263.0
0514720010700700010103,Carepa,0.2675,aislado_critico,1216.0
0514720011001000010116,Carepa,0.5375,semi_aislado,2857.0
0517210000000000010536,Chigorodó,0.5975,conectividad_media,942.0
0517210000000000010205,Chigorodó,0.4975,semi_aislado,771.0
0517210000000000010312,Chigorodó,0.5975,conectividad_media,659.0
0517210000000000010317,Chigorodó,0.6275,conectividad_media,479.0
0517210000000000010409,Chigorodó,0.6275,conectividad_media,328.0
0517210000000000010620,Chigorodó,0.6275,conectividad_media,397.0
0517210000000000010708,Chigorodó,0.4575,semi_aislado,1009.0
0517210000000000020215,Chigorodó,0.5575,conectividad_media,934.0
0517210000000000020316,Chigorodó,0.6775,conectividad_media,691.0
0517210000000000030107,Chigorodó,0.6275,conectividad_media,51.0
0517210000000000050303,Chigorodó,0.6275,conectividad_media,257.0
0517210000000000060202,Chigorodó,0.6775,conectividad_media,752.0
0517210000000000060304,Chigorodó,0.6775,conectividad_media,832.0
0517210000000000060427,Chigorodó,0.5975,conectividad_media,1231.0
0517210000000000060509,Chigorodó,0.5975,conectividad_media,1068.0
0517210000000000060629,Chigorodó,0.5975,conectividad_media,876.0
0517210000000000060735,Chigorodó,0.5975,conectividad_media,1036.0
0517210000000000060936,Chigorodó,0.4575,semi_aislado,1795.0
0565910000000000010123,San Juan de Urabá,0.36,semi_aislado,72940.0
0565910000000000010512,San Juan de Urabá,0.515,semi_aislado,73904.0
0565910000000000010606,San Juan de Urabá,0.36,semi_aislado,72667.0
0566510000000000030107,San Pedro de Urabá,0.4375,semi_aislado,23042.0
0549020050300500010207,Necoclí,0.1975,aislado_critico,44186.0
0504520010101600010101,Apartadó,0.3475,aislado_critico,12.0
0504520020500200010116,Apartadó,0.5375,semi_aislado,447.0
0504520020300300010103,Apartadó,0.7975,bien_conectado,30.0
0504520020300900010309,Apartadó,0.6075,conectividad_media,2468.0
0505110000000000010513,Arboletes,0.475,semi_aislado,84254.0
0505110000000000010545,Arboletes,0.3975,semi_aislado,84065.0
0505120030200900010118,Arboletes,0.0875,aislado_critico,58213.0
0514710000000000020208,Carepa,0.6,conectividad_media,270.0
0514710000000000030611,Carepa,0.7875,bien_conectado,391.0
0514720010601300010104,Carepa,0.4775,semi_aislado,715.0
0583720090700100020344,Turbo,0.71,conectividad_media,284.0
0549010000000000010407,Necoclí,0.2775,aislado_critico,36609.0
0549010000000000010434,Necoclí,0.2775,aislado_critico,36505.0
0549020120600100010406,Necoclí,0.2375,aislado_critico,25840.0
0566510000000000010409,San Pedro de Urabá,0.4,semi_aislado,23204.0
0566510000000000010869,San Pedro de Urabá,0.515,semi_aislado,23419.0
0583720090700100010322,Turbo,0.71,conectividad_media,346.0
0583720090700100010607,Turbo,0.83,bien_conectado,216.0
0583720100700200010107,Turbo,0.6775,conectividad_media,933.0
0583720100700200010120,Turbo,0.5575,conectividad_media,846.0
0583720100700200010214,Turbo,0.6775,conectividad_media,1110.0
0583720090600300010110,Turbo,0.7075,conectividad_media,186.0
0583720090600300010213,Turbo,0.6275,conectividad_media,57.0
0583720100400800010414,Turbo,0.6775,conectividad_media,64.0
0583720100400800010416,Turbo,0.6375,conectividad_media,56.0
0504520020300900010227,Apartadó,0.5675,conectividad_media,2582.0
0505120030101100010123,Arboletes,0.0875,aislado_critico,62828.0
0505120050401400010104,Arboletes,0.2775,aislado_critico,45101.0
0549010000000000010114,Necoclí,0.2775,aislado_critico,36849.0
0549010000000000010908,Necoclí,0.1975,aislado_critico,38398.0
0549020120600100010230,Necoclí,0.2375,aislado_critico,25742.0
0549020120300300010113,Necoclí,0.2375,aislado_critico,34713.0
0549020120101100010104,Necoclí,0.2775,aislado_critico,32454.0
0565920010100500010105,San Juan de Urabá,0.0875,aislado_critico,68247.0
0566510000000000010424,San Pedro de Urabá,0.35,semi_aislado,23189.0
0566510000000000011009,San Pedro de Urabá,0.35,semi_aislado,24273.0
0566520040200200010104,San Pedro de Urabá,0.2775,aislado_critico,38946.0
0583720090700100010223,Turbo,0.7875,bien_conectado,53.0
0583720090700100020112,Turbo,0.9475,bien_conectado,337.0
0583720090700100020361,Turbo,0.75,bien_conectado,3.0
0583720100700200010416,Turbo,0.6775,conectividad_media,1305.0
0583720100700200020113,Turbo,0.6375,conectividad_media,1039.0
0583720090600300010101,Turbo,0.7075,conectividad_media,92.0
0583720100400800010207,Turbo,0.7575,bien_conectado,234.0
0583720070201200010110,Turbo,0.2775,aislado_critico,10845.0
0583720090603100010107,Turbo,0.5975,conectividad_media,102.0
0514710000000000010328,Carepa,0.86,bien_conectado,201.0
0514710000000000020522,Carepa,0.8275,bien_conectado,388.0
0514710000000000020917,Carepa,0.57,conectividad_media,526.0
0514710000000000030110,Carepa,0.84,bien_conectado,844.0
0514720011001000010145,Carepa,0.5775,conectividad_media,2643.0
0517210000000000010528,Chigorodó,0.5975,conectividad_media,868.0
0517210000000000010107,Chigorodó,0.5975,conectividad_media,597.0
0517210000000000010410,Chigorodó,0.6275,conectividad_media,298.0
0517210000000000010527,Chigorodó,0.5575,conectividad_media,998.0
0517210000000000020202,Chigorodó,0.6275,conectividad_media,443.0
0517210000000000020410,Chigorodó,0.5575,conectividad_media,1039.0
0517210000000000020508,Chigorodó,0.4575,semi_aislado,1507.0
0517210000000000020513,Chigorodó,0.4575,semi_aislado,1653.0
0517210000000000050307,Chigorodó,0.6275,conectividad_media,256.0
0517210000000000050407,Chigorodó,0.6275,conectividad_media,373.0
0517210000000000050429,Chigorodó,0.6275,conectividad_media,385.0
0517210000000000060113,Chigorodó,0.6775,conectividad_media,729.0
0517210000000000060405,Chigorodó,0.5975,conectividad_media,945.0
0517210000000000060423,Chigorodó,0.5975,conectividad_media,1295.0
0517210000000000060619,Chigorodó,0.5975,conectividad_media,1155.0
0517210000000000061011,Chigorodó,0.5975,conectividad_media,1256.0
0549020050300500010110,Necoclí,0.1975,aislado_critico,44443.0
0565910000000000010307,San Juan de Urabá,0.515,semi_aislado,73299.0
0565910000000000010715,San Juan de Urabá,0.36,semi_aislado,72826.0
0566510000000000011014,San Pedro de Urabá,0.31,aislado_critico,24056.0
0583720110201800010109,Turbo,0.1975,aislado_critico,266.0
0583720110201800010215,Turbo,0.1975,aislado_critico,176.0
0583720110201800010222,Turbo,0.1975,aislado_critico,175.0
0583720110201800010319,Turbo,0.1975,aislado_critico,406.0
0583720110201800010329,Turbo,0.1975,aislado_critico,170.0
0583720090700100020329,Turbo,0.66,conectividad_media,47.0
0583720090600300010115,Turbo,0.7475,conectividad_media,238.0
0583720090402400010104,Turbo,0.6775,conectividad_media,241.0
0583720090700100010512,Turbo,0.7875,bien_conectado,256.0
0504520020300900010122,Apartadó,0.6475,conectividad_media,2565.0
0504520020300900010221,Apartadó,0.5275,semi_aislado,2873.0
0504520020300900010307,Apartadó,0.6075,conectividad_media,2432.0
0504520020300900010316,Apartadó,0.6075,conectividad_media,2505.0
0505110000000000010120,Arboletes,0.4775,semi_aislado,84455.0
0505120030200900010119,Arboletes,0.0875,aislado_critico,58146.0
0505120040101000010118,Arboletes,0.0875,aislado_critico,54291.0
0505120030101100010111,Arboletes,0.0875,aislado_critico,62725.0
0514710000000000010310,Carepa,0.86,bien_conectado,356.0
0514710000000000020608,Carepa,0.8275,bien_conectado,195.0
0514710000000000020619,Carepa,0.8275,bien_conectado,273.0
0514720010601300010107,Carepa,0.4775,semi_aislado,776.0
0583720090602600010116,Turbo,0.6775,conectividad_media,60.0
0549010000000000010105,Necoclí,0.2775,aislado_critico,36493.0
0549010000000000010107,Necoclí,0.2775,aislado_critico,36338.0
0549010000000000010206,Necoclí,0.2775,aislado_critico,36625.0
0549020090200800010106,Necoclí,0.0875,aislado_critico,49111.0
0549020040400900010110,Necoclí,0.1075,aislado_critico,49303.0
0549020120301400010105,Necoclí,0.2775,aislado_critico,35986.0
0566510000000000030105,San Pedro de Urabá,0.4,semi_aislado,22953.0
0565920010300300010101,San Juan de Urabá,0.1075,aislado_critico,71572.0
0566510000000000010745,San Pedro de Urabá,0.44,semi_aislado,23216.0
0566510000000000010805,San Pedro de Urabá,0.4775,semi_aislado,23758.0
0583720090700100010140,Turbo,0.7475,conectividad_media,106.0
0583720090700100010120,Turbo,0.71,conectividad_media,10.0
0583720090700100020105,Turbo,0.945,bien_conectado,152.0
0583720090700100020226,Turbo,0.9075,bien_conectado,216.0
0583720090700100020336,Turbo,0.71,conectividad_media,254.0
0583720090700100020343,Turbo,0.75,bien_conectado,191.0
0583720100700200020109,Turbo,0.6375,conectividad_media,1067.0
0583720090600300010116,Turbo,0.7475,conectividad_media,245.0
0583720050200500010125,Turbo,0.2775,aislado_critico,15441.0
0583720070201200010111,Turbo,0.2775,aislado_critico,10889.0
0583720090302500010107,Turbo,0.4775,semi_aislado,2882.0
0583720030802900010103,Turbo,0.2775,aislado_critico,10328.0
0583720010203800010109,Turbo,0.1575,aislado_critico,21643.0
0514710000000000010413,Carepa,0.88,bien_conectado,516.0
0514710000000000020912,Carepa,0.57,conectividad_media,571.0
0514710000000000030502,Carepa,0.8375,bien_conectado,595.0
0514710000000000030527,Carepa,0.7175,conectividad_media,586.0
0514710000000000030545,Carepa,0.71,conectividad_media,378.0
0514710000000000030637,Carepa,0.75,bien_conectado,245.0
0514720010700700010116,Carepa,0.2675,aislado_critico,1049.0
0514720010700700010123,Carepa,0.2675,aislado_critico,1045.0
0514720011001000010118,Carepa,0.5375,semi_aislado,2829.0
0514720011001000010129,Carepa,0.5775,conectividad_media,2716.0
0517210000000000010618,Chigorodó,0.6275,conectividad_media,477.0
0517210000000000020428,Chigorodó,0.5575,conectividad_media,1083.0
0517210000000000020432,Chigorodó,0.4575,semi_aislado,1340.0
0517210000000000020514,Chigorodó,0.4575,semi_aislado,1706.0
0517210000000000030118,Chigorodó,0.5875,conectividad_media,47.0
0517210000000000050207,Chigorodó,0.7075,conectividad_media,241.0
0517210000000000050305,Chigorodó,0.6275,conectividad_media,113.0
0517210000000000050325,Chigorodó,0.6275,conectividad_media,335.0
0517210000000000050402,Chigorodó,0.6275,conectividad_media,279.0
0517210000000000050529,Chigorodó,0.6775,conectividad_media,543.0
0517210000000000060305,Chigorodó,0.6775,conectividad_media,859.0
0517210000000000060620,Chigorodó,0.5975,conectividad_media,1103.0
0565910000000000010146,San Juan de Urabá,0.4375,semi_aislado,72985.0
0565910000000000010305,San Juan de Urabá,0.515,semi_aislado,73171.0
0565910000000000010617,San Juan de Urabá,0.4,semi_aislado,72666.0
0565910000000000010713,San Juan de Urabá,0.31,aislado_critico,72578.0
0583720110201800010219,Turbo,0.1975,aislado_critico,174.0
0514710000000000010731,Carepa,0.79,bien_conectado,260.0
0514710000000000010810,Carepa,0.87,bien_conectado,451.0
0514710000000000010817,Carepa,0.84,bien_conectado,527.0
0514710000000000030106,Carepa,0.8775,bien_conectado,730.0
0514710000000000030604,Carepa,0.8275,bien_conectado,352.0
0514710000000000030613,Carepa,0.75,bien_conectado,322.0
0517210000000000010401,Chigorodó,0.6275,conectividad_media,242.0
0517210000000000020205,Chigorodó,0.5975,conectividad_media,654.0
0517210000000000020405,Chigorodó,0.5575,conectividad_media,980.0
0517210000000000060219,Chigorodó,0.5975,conectividad_media,1009.0
0517210000000000060303,Chigorodó,0.5975,conectividad_media,848.0
0517210000000000060308,Chigorodó,0.5975,conectividad_media,926.0
0517210000000000060314,Chigorodó,0.5975,conectividad_media,954.0
0517210000000000061002,Chigorodó,0.5975,conectividad_media,1114.0
0549020030200400010132,Necoclí,0.0875,aislado_critico,64010.0
0566510000000000011020,San Pedro de Urabá,0.31,aislado_critico,23885.0
0583720110201800010221,Turbo,0.2375,aislado_critico,94.0
0514710000000000020428,Carepa,0.8275,bien_conectado,286.0
0517210000000000010608,Chigorodó,0.5975,conectividad_media,770.0
0517210000000000060815,Chigorodó,0.5975,conectividad_media,1374.0
0565910000000000010117,San Juan de Urabá,0.4775,semi_aislado,72574.0
0504520020500200010114,Apartadó,0.5075,semi_aislado,519.0
0504520020300300010105,Apartadó,0.6275,conectividad_media,311.0
0504520020300900010107,Apartadó,0.5675,conectividad_media,2402.0
0504520020300900010201,Apartadó,0.5275,semi_aislado,2629.0
0504520020300900010304,Apartadó,0.5675,conectividad_media,2422.0
0505110000000000010308,Arboletes,0.4775,semi_aislado,84217.0
0505110000000000010404,Arboletes,0.515,semi_aislado,84829.0
0505110000000000010808,Arboletes,0.435,semi_aislado,84432.0
0505110000000000010902,Arboletes,0.475,semi_aislado,84635.0
0505110000000000011022,Arboletes,0.4375,semi_aislado,83967.0
0505120030200900010102,Arboletes,0.0875,aislado_critico,58222.0
0505120030200900010109,Arboletes,0.0875,aislado_critico,58009.0
0514710000000000030431,Carepa,0.875,bien_conectado,643.0
0514710000000000030623,Carepa,0.7875,bien_conectado,376.0
0517220100400700010104,Chigorodó,0.3675,semi_aislado,3927.0
0549010000000000010103,Necoclí,0.2775,aislado_critico,36638.0
0549010000000000010328,Necoclí,0.2775,aislado_critico,36982.0
0549010000000000010711,Necoclí,0.2375,aislado_critico,38028.0
0549010000000000010723,Necoclí,0.2775,aislado_critico,37700.0
0549020120600100010134,Necoclí,0.2375,aislado_critico,25611.0
0549020120301000010101,Necoclí,0.2775,aislado_critico,34527.0
0549020090201200010103,Necoclí,0.0875,aislado_critico,48866.0
0583720090600300010331,Turbo,0.7075,conectividad_media,334.0
0566510000000000010217,San Pedro de Urabá,0.4775,semi_aislado,23526.0
0566510000000000010317,San Pedro de Urabá,0.4775,semi_aislado,23047.0
0566510000000000010724,San Pedro de Urabá,0.4775,semi_aislado,23383.0
0566510000000000010818,San Pedro de Urabá,0.4775,semi_aislado,23891.0
0566510000000000010909,San Pedro de Urabá,0.44,semi_aislado,23590.0
0583720090700100010609,Turbo,0.83,bien_conectado,281.0
0583720090700100010611,Turbo,0.75,bien_conectado,277.0
0583720090700100020101,Turbo,0.825,bien_conectado,28.0
0583720100700200010514,Turbo,0.6775,conectividad_media,1342.0
0583720090600300010112,Turbo,0.7075,conectividad_media,120.0
0583720050200500010114,Turbo,0.2775,aislado_critico,15355.0
0583720030700600010114,Turbo,0.2775,aislado_critico,15342.0
0583720020101300010117,Turbo,0.2775,aislado_critico,30087.0
0583720020101300010207,Turbo,0.2775,aislado_critico,30039.0
0583720090602600010114,Turbo,0.6775,conectividad_media,20.0
0583720030802900010105,Turbo,0.2775,aislado_critico,10237.0
0583720030802900010111,Turbo,0.2775,aislado_critico,10080.0
0504520020300900010324,Apartadó,0.4875,semi_aislado,2436.0
0504520010101400010104,Apartadó,0.4275,semi_aislado,70.0
0504520020500200010104,Apartadó,0.5775,conectividad_media,317.0
0504520020300900010106,Apartadó,0.5675,conectividad_media,2376.0
0505110000000000010609,Arboletes,0.36,semi_aislado,83890.0
0549020040400900010132,Necoclí,0.1075,aislado_critico,48757.0
0549020050401800010108,Necoclí,0.1975,aislado_critico,41178.0
0566510000000000010564,San Pedro de Urabá,0.4775,semi_aislado,23910.0
0566510000000000010634,San Pedro de Urabá,0.515,semi_aislado,23659.0
0583720100700200020132,Turbo,0.5575,conectividad_media,970.0
0583720050200500010124,Turbo,0.2775,aislado_critico,15311.0
0583720100400800010304,Turbo,0.7575,bien_conectado,156.0
0583720070202000010106,Turbo,0.3675,semi_aislado,2917.0
0514710000000000010501,Carepa,0.74,conectividad_media,218.0
0514710000000000010504,Carepa,0.79,bien_conectado,277.0
0514710000000000010717,Carepa,0.79,bien_conectado,94.0
0514710000000000020905,Carepa,0.57,conectividad_media,544.0
0514710000000000030233,Carepa,0.8,bien_conectado,988.0
0514710000000000030420,Carepa,0.7575,bien_conectado,513.0
0514710000000000030435,Carepa,0.915,bien_conectado,741.0
0514710000000000030437,Carepa,0.8775,bien_conectado,701.0
0514710000000000030610,Carepa,0.7875,bien_conectado,456.0
0514720011001000010137,Carepa,0.6575,conectividad_media,2643.0
0514720011001000010143,Carepa,0.5375,semi_aislado,2907.0
0517210000000000010301,Chigorodó,0.6275,conectividad_media,375.0
0517210000000000010414,Chigorodó,0.6275,conectividad_media,256.0
0517210000000000020505,Chigorodó,0.4575,semi_aislado,1426.0
0517210000000000030103,Chigorodó,0.6275,conectividad_media,139.0
0517210000000000050211,Chigorodó,0.7075,conectividad_media,249.0
0517210000000000050317,Chigorodó,0.6275,conectividad_media,228.0
0517210000000000050513,Chigorodó,0.6775,conectividad_media,578.0
0517210000000000060934,Chigorodó,0.4575,semi_aislado,1735.0
0517210000000000060507,Chigorodó,0.5975,conectividad_media,1114.0
0517210000000000060935,Chigorodó,0.4575,semi_aislado,1766.0
0549020030200400010129,Necoclí,0.0875,aislado_critico,64089.0
0565910000000000010140,San Juan de Urabá,0.4,semi_aislado,72927.0
0566510000000000020122,San Pedro de Urabá,0.4,semi_aislado,22978.0
0504520020300900010220,Apartadó,0.6075,conectividad_media,2763.0
0504520010301100010105,Apartadó,0.74,conectividad_media,5.0
0504520010301100010108,Apartadó,0.74,conectividad_media,7.0
0504520010301100010213,Apartadó,0.7,conectividad_media,218.0
0504520010101600010117,Apartadó,0.3475,aislado_critico,138.0
0505110000000000010319,Arboletes,0.4375,semi_aislado,84019.0
0505110000000000010344,Arboletes,0.515,semi_aislado,84268.0
0505110000000000010604,Arboletes,0.4375,semi_aislado,84091.0
0505110000000000010905,Arboletes,0.435,semi_aislado,84620.0
0505110000000000011041,Arboletes,0.36,semi_aislado,83765.0
0505120030200800010107,Arboletes,0.0875,aislado_critico,57470.0
0514710000000000020716,Carepa,0.79,bien_conectado,228.0
0514710000000000030511,Carepa,0.8775,bien_conectado,680.0
0514720010601300010106,Carepa,0.4775,semi_aislado,773.0
0517220100400700010112,Chigorodó,0.3675,semi_aislado,4035.0
0549020120600100010308,Necoclí,0.1975,aislado_critico,25828.0
0549010000000000010613,Necoclí,0.2375,aislado_critico,38677.0
0549020120600100010215,Necoclí,0.2375,aislado_critico,25772.0
0549020120300300010125,Necoclí,0.2375,aislado_critico,34509.0
0549020120801600010101,Necoclí,0.2375,aislado_critico,29168.0
0566510000000000010349,San Pedro de Urabá,0.44,semi_aislado,22881.0
0566510000000000010416,San Pedro de Urabá,0.4,semi_aislado,23043.0
0566510000000000010610,San Pedro de Urabá,0.515,semi_aislado,23591.0
0566510000000000010847,San Pedro de Urabá,0.4775,semi_aislado,23801.0
0566510000000000010853,San Pedro de Urabá,0.4,semi_aislado,24337.0
0566520040200200010101,San Pedro de Urabá,0.2375,aislado_critico,39086.0
0583720090700100010513,Turbo,0.7875,bien_conectado,266.0
0583720090700100020403,Turbo,0.83,bien_conectado,87.0
0583720090700100020422,Turbo,0.71,conectividad_media,301.0
0583720100700200010204,Turbo,0.5975,conectividad_media,1041.0
0583720100700200020507,Turbo,0.6375,conectividad_media,1249.0
0583720090600300010208,Turbo,0.7075,conectividad_media,117.0
0583720090600300010309,Turbo,0.7075,conectividad_media,163.0
0583720090600300010328,Turbo,0.6675,conectividad_media,224.0
0583720050200500010108,Turbo,0.2775,aislado_critico,15361.0
0583720100400800010316,Turbo,0.7575,bien_conectado,31.0
0583720020101300010211,Turbo,0.2775,aislado_critico,30038.0
0583720030802900010106,Turbo,0.2775,aislado_critico,10267.0
0583720240204300010102,Turbo,0.1075,aislado_critico,13486.0
0504520010101600010112,Apartadó,0.3475,aislado_critico,38.0
0505110000000000010146,Arboletes,0.4375,semi_aislado,84823.0
0505110000000000011122,Arboletes,0.36,semi_aislado,83535.0
0566510000000000010870,San Pedro de Urabá,0.4775,semi_aislado,23829.0
0566520010100400010114,San Pedro de Urabá,0.0875,aislado_critico,54640.0
0583720090700100020351,Turbo,0.71,conectividad_media,208.0
0583720050202800010106,Turbo,0.2775,aislado_critico,18667.0
0583720030802900010124,Turbo,0.2775,aislado_critico,9807.0
0514710000000000010314,Carepa,0.78,bien_conectado,58.0
0514710000000000010319,Carepa,0.82,bien_conectado,180.0
0514710000000000010728,Carepa,0.79,bien_conectado,221.0
0514710000000000020230,Carepa,0.56,conectividad_media,296.0
0514710000000000030544,Carepa,0.8275,bien_conectado,434.0
0514720011001000010119,Carepa,0.5375,semi_aislado,2819.0
0517210000000000010515,Chigorodó,0.5575,conectividad_media,900.0
0517210000000000020226,Chigorodó,0.5975,conectividad_media,720.0
0517210000000000060122,Chigorodó,0.5975,conectividad_media,811.0
0517210000000000060511,Chigorodó,0.5975,conectividad_media,1149.0
0517210000000000060612,Chigorodó,0.5975,conectividad_media,1041.0
0517210000000000060701,Chigorodó,0.5975,conectividad_media,1236.0
0517210000000000060707,Chigorodó,0.5975,conectividad_media,1094.0
0517210000000000060803,Chigorodó,0.5975,conectividad_media,1346.0
0549020030200400010117,Necoclí,0.0875,aislado_critico,64548.0
0549020030200400010131,Necoclí,0.0875,aislado_critico,64006.0
0565910000000000010135,San Juan de Urabá,0.36,semi_aislado,72988.0
0583720110201800010326,Turbo,0.1975,aislado_critico,227.0
0504520030101500010107,Apartadó,0.6375,conectividad_media,206.0
0504520010101600010115,Apartadó,0.3475,aislado_critico,40.0
0505110000000000010113,Arboletes,0.475,semi_aislado,84572.0
0505110000000000010114,Arboletes,0.475,semi_aislado,84583.0
0505110000000000010521,Arboletes,0.475,semi_aislado,84443.0
0505110000000000010534,Arboletes,0.475,semi_aislado,84308.0
0505110000000000010912,Arboletes,0.435,semi_aislado,84543.0
0505120040101000010119,Arboletes,0.0875,aislado_critico,54045.0
0514710000000000020419,Carepa,0.7875,bien_conectado,359.0
0514710000000000020717,Carepa,0.79,bien_conectado,217.0
0517220060601500010107,Chigorodó,0.3875,semi_aislado,2497.0
0565920010100100010123,San Juan de Urabá,0.0875,aislado_critico,70459.0
0583720100700200010212,Turbo,0.6775,conectividad_media,1114.0
0583720100700200010301,Turbo,0.6775,conectividad_media,1021.0
0583720090700100010302,Turbo,0.71,conectividad_media,295.0
0583720090700100020103,Turbo,0.945,bien_conectado,118.0
0583720090700100020404,Turbo,0.83,bien_conectado,174.0
0583720100700200020106,Turbo,0.7175,conectividad_media,1134.0
0583720100700200020117,Turbo,0.6375,conectividad_media,988.0
0583720100700200020317,Turbo,0.5575,conectividad_media,1362.0
0583720100700200020511,Turbo,0.6375,conectividad_media,1233.0
0583720050200500010106,Turbo,0.2775,aislado_critico,15454.0
0583720100400800010118,Turbo,0.6375,conectividad_media,139.0
0583720240400900010107,Turbo,0.3675,semi_aislado,64.0
0583720090402400010122,Turbo,0.5975,conectividad_media,109.0
0583720090402400010123,Turbo,0.5975,conectividad_media,198.0
0583720050603700010110,Turbo,0.1075,aislado_critico,13059.0
0504520010301100010211,Apartadó,0.7,conectividad_media,137.0
0505110000000000010805,Arboletes,0.475,semi_aislado,84470.0
0505110000000000010911,Arboletes,0.435,semi_aislado,84585.0
0505120060400100010106,Arboletes,0.0875,aislado_critico,62043.0
0505120060400100010110,Arboletes,0.0875,aislado_critico,62040.0
0549010000000000010411,Necoclí,0.2775,aislado_critico,36606.0
0549010000000000010430,Necoclí,0.2775,aislado_critico,36549.0
0549010000000000010812,Necoclí,0.2375,aislado_critico,38175.0
0549020120600100010304,Necoclí,0.1975,aislado_critico,25923.0
0549020090200800010103,Necoclí,0.0875,aislado_critico,49239.0
0549020090200800010119,Necoclí,0.0875,aislado_critico,48946.0
0565920020300400010104,San Juan de Urabá,0.0875,aislado_critico,59598.0
0566510000000000010544,San Pedro de Urabá,0.4775,semi_aislado,23756.0
0566510000000000011017,San Pedro de Urabá,0.31,aislado_critico,23981.0
0566520040200800010109,San Pedro de Urabá,0.1475,aislado_critico,42266.0
0583720090700100010106,Turbo,0.7475,conectividad_media,78.0
0583720090700100010419,Turbo,0.71,conectividad_media,430.0
0583720090700100020109,Turbo,0.9075,bien_conectado,281.0
0583720090700100020224,Turbo,0.8275,bien_conectado,153.0
0583720100700200020517,Turbo,0.6375,conectividad_media,1153.0
0583720100400800010115,Turbo,0.6375,conectividad_media,153.0
0583720230401400010102,Turbo,0.1975,aislado_critico,71.0
0514710000000000010417,Carepa,0.84,bien_conectado,515.0
0514710000000000010822,Carepa,0.87,bien_conectado,368.0
0514710000000000020221,Carepa,0.6,conectividad_media,147.0
0514710000000000030213,Carepa,0.9175,bien_conectado,891.0
0514710000000000030429,Carepa,0.875,bien_conectado,659.0
0517210000000000010127,Chigorodó,0.4975,semi_aislado,614.0
0517210000000000010302,Chigorodó,0.6275,conectividad_media,446.0
0517210000000000010402,Chigorodó,0.6275,conectividad_media,299.0
0517210000000000010407,Chigorodó,0.6275,conectividad_media,314.0
0517210000000000050104,Chigorodó,0.7075,conectividad_media,118.0
0517210000000000050205,Chigorodó,0.6275,conectividad_media,127.0
0517210000000000050212,Chigorodó,0.6275,conectividad_media,32.0
0517210000000000050410,Chigorodó,0.6275,conectividad_media,365.0
0517210000000000050423,Chigorodó,0.7075,conectividad_media,483.0
